0,0.9265151619911194
1,0.914393961429596
2,0.9090909361839294
3,0.8515151739120483
4,0.8484848737716675
5,0.9159091114997864
6,0.8500000238418579
7,0.9204545617103577
8,0.8454545736312866
9,0.9242424368858337
10,0.8696969747543335
11,0.896212100982666
12,0.918181836605072
13,0.9303030371665955
14,0.9257575869560242
15,0.9257575869560242
16,0.9234848618507385
17,0.935606062412262
18,0.864393949508667
19,0.8575757741928101
20,0.9303030371665955
21,0.9098485112190247
22,0.9310606122016907
23,0.925000011920929
24,0.9204545617103577
25,0.9166666865348816
26,0.9196969866752625
27,0.9227272868156433
28,0.7492424249649048
29,0.9280303120613098
30,0.9257575869560242
31,0.8530303239822388
